case_id,asset_id,display_key,lens_id,title,publication_date,earliest_priority_date,applicants,owners,inventors,jurisdiction,kind,legal_status,cpc_classifications,ipcr_classifications,url,match_score,ri_relevance_reason,source_type,mocked,confidence_0_1
auto_ri_owner_activating_block_ecological,asset_3b0b7fb6df49,WO 2009/091175 A2,051-935-372-229-767,ECOLOGICAL ACTIVATING BLOCK,2009-07-23,2008-01-14,"CHO, Eul-Jae",,,WO,A2,PENDING,E02B3/14;;E02D29/025;;E02B3/14;;E02D29/025,E02B3/14;;C02F1/28;;E02B3/04;;E02D29/02,https://lens.org/051-935-372-229-767,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_antena_diferentes_dispostos_elementos_instala_me,asset_ad4846bdb08f,BR 112012011634 A2,092-472-650-573-314,método de instalação de elementos de radiação dispostos em planos diferentes e antena que utiliza o mesmo,2016-06-28,2009-11-17,KMW INC,,JUNG IN-HA;;CHOI OH-SEOG;;HAN SEUNG-MOK;;SO SUNG-HWAN;;MOON YOUNG-CHAN,BR,A2,ACTIVE,H01Q19/108;;H01Q1/246;;H01Q9/0407;;H01Q9/16;;H01Q21/08;;H01Q21/24;;Y10T29/49016;;H01Q1/246;;H01Q1/46;;H01Q9/0407;;H01Q9/16;;H01Q19/108;;H01Q21/08;;H01Q21/24;;H01Q19/108;;H01Q1/246;;H01Q9/0407;;H01Q9/16;;H01Q21/08;;H01Q21/24;;Y10T29/49016,H01Q9/16;;H01Q5/00;;H01Q21/10,https://lens.org/092-472-650-573-314,10,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_apparatus_network_transporting,asset_6a50fb393a89,WO 2016/195788 A1,101-970-995-323-624,METHODS AND APPARATUS FOR TRANSPORTING DATA ON A NETWORK,2016-12-08,2015-05-29,KVH IND INC,,KITS VAN HEYNINGEN MARTIN A;;CROY JOHN;;BENSON DANIEL MURRAY,WO,A1,PENDING,H04L69/14;;H04B7/185;;H04H20/38;;H04H20/81;;H04H60/82;;H04L41/046;;H04L41/0896;;H04L43/0894;;H04W28/0263;;H04L69/14;;H04B7/185;;H04H20/38;;H04H20/42;;H04H20/77;;H04H20/81;;H04H60/81;;H04H60/82;;H04L41/046;;H04L41/0896;;H04L43/0894;;H04L47/2433;;H04W28/0263,H04B7/185;;H04H20/38;;H04H20/81;;H04H60/82;;H04J3/16;;H04J3/26,https://lens.org/101-970-995-323-624,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_attendance_invitation_remote_video,asset_d3705b51785e,WO 2017/004764 A1,042-254-828-647-810,REMOTE VIDEO ATTENDANCE INVITATION METHOD AND SYSTEM,2017-01-12,2015-07-04,MA YAN,,MA YAN,WO,A1,PENDING,H04W4/06,H04W4/06,https://lens.org/042-254-828-647-810,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_automatic_fingerprint_identification_minutiae,asset_ec1acfe5d9d6,WO 1991/006920 A1,156-466-755-857-072,NON-MINUTIAE AUTOMATIC FINGERPRINT IDENTIFICATION SYSTEM AND METHODS,1991-05-16,1989-11-02,TMS INC,,GAGNE PATRICIA C;;PUTERKO CAROL M,WO,A1,PENDING,G07C9/257;;G06V40/12;;G07C9/257;;G06V40/12,G06K9/00;;G07C9/00,https://lens.org/156-466-755-857-072,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_blade_efficiency_generation_generator_increased,asset_a0fb82729d94,IN 30MU2014 A,085-266-254-965-032,VARIABLE BLADE TYPE TIDAL AND WIND POWER GENERATOR WITH INCREASED GENERATION EFFICIENCY,2015-09-25,2013-05-06,LEE IN-NAM,,LEE IN-NAM,IN,A,PENDING,F03D3/068;;F03B13/264;;F03B17/065;;F03D3/005;;F03D3/067;;F03D9/25;;F03D9/30;;F03D15/10;;F05B2210/16;;Y02E10/30;;Y02E10/74;;Y02P70/50;;F03D3/00;;F03B13/26;;F03D3/06;;F03D3/068;;F03B13/264;;F03B17/065;;F03D3/005;;F03D3/067;;F03D9/25;;F03D9/30;;F03D15/10;;F05B2210/16;;Y02E10/20;;Y02E10/74;;Y02P70/50,F03D9/00,https://lens.org/085-266-254-965-032,10,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_carrier_collapsible_selectively_self_soft_suppor,asset_d8c1c07ddbf3,WO 1991/009549 A1,010-139-042-318-180,"SELF SUPPORTING, SELECTIVELY COLLAPSIBLE SOFT-WALLED CARRIER",1991-07-11,1989-12-27,SGI INC,,JACOBER JEFFREY M,WO,A1,PENDING,A45C7/0077;;A45C3/00;;A45C7/0077;;A45C3/00,A45C3/00;;A45C7/00,https://lens.org/010-139-042-318-180,7,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_catalytic_converter_seal_therefor,asset_91a6cd8d68d6,WO 1992/016282 A1,000-717-607-157-732,SEAL FOR CATALYTIC CONVERTER AND METHOD THEREFOR,1992-10-01,1991-03-22,ACS IND INC,,MACNEILL GERALD F,WO,A1,PENDING,F01N3/2857;;B01J35/56;;F01N2330/06;;F01N2350/04;;F01N2450/02;;F01N2470/10;;Y10S55/30;;Y10T428/249924;;Y10T428/251;;F01N3/2857;;B01J35/56;;F01N2330/06;;F01N2350/04;;F01N2450/02;;F01N2470/10;;Y10S55/30;;Y10T428/249924;;Y10T428/251,B01J35/04;;F01N3/28,https://lens.org/000-717-607-157-732,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_charger_high_power_smart,asset_0ec755cca53f,WO 2016/187753 A1,051-921-152-596-47X,HIGH-POWER SMART CHARGER,2016-12-01,2015-05-22,MA YAN,,MA YAN,WO,A1,PENDING,H02J7/02,H02J7/02,https://lens.org/051-921-152-596-47X,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_circuit_control_module_smart,asset_6d0af87edd9b,WO 2016/187754 A1,020-447-059-956-645,SMART CONTROL MODULE CIRCUIT,2016-12-01,2015-05-22,MA YAN,,MA YAN,WO,A1,PENDING,H02H9/02,H02H9/02,https://lens.org/020-447-059-956-645,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_conductive_electrically_element_film_heating_she,asset_4c44d00abd2b,WO 2017/003269 A1,051-354-230-572-302,SHEET HEATING ELEMENT AND ELECTRICALLY CONDUCTIVE THIN FILM,2017-01-05,2015-07-02,GOO GAK HOI,,GOO GAK HOI,WO,A1,PENDING,H05B3/141;;H05B3/26;;H05B3/12;;H05B3/141;;H05B3/20;;H05B3/26;;H05B3/78;;H05B2203/013;;H05B2203/017,H05B3/20;;H05B3/12;;H05B3/78,https://lens.org/051-354-230-572-302,7,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_content_meeting_sharing,asset_505d30d860cc,WO 2017/004752 A1,090-288-081-100-847,MEETING CONTENT SHARING METHOD AND SYSTEM,2017-01-12,2015-07-03,MA YAN,,MA YAN,WO,A1,PENDING,H04L12/18,H04L12/18,https://lens.org/090-288-081-100-847,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_content_meeting_transmission,asset_f91c775074fd,WO 2017/004763 A1,001-530-689-970-992,MEETING CONTENT TRANSMISSION METHOD AND SYSTEM,2017-01-12,2015-07-04,MA YAN,,MA YAN,WO,A1,PENDING,H04W36/14;;H04W36/14,H04W36/14,https://lens.org/001-530-689-970-992,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_control_lighting_meeting,asset_5034ac71d0a1,WO 2017/004753 A1,012-727-712-076-621,MEETING LIGHTING CONTROL METHOD AND SYSTEM,2017-01-12,2015-07-03,MA YAN,,MA YAN,WO,A1,PENDING,H05B47/10;;H05B47/10,H05B37/02,https://lens.org/012-727-712-076-621,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_control_meeting_microphone_video,asset_8e7fbe71ced7,WO 2017/004762 A1,099-825-696-799-12X,VIDEO MEETING MICROPHONE CONTROL METHOD AND SYSTEM,2017-01-12,2015-07-04,MA YAN,,MA YAN,WO,A1,PENDING,H04R27/00,H04R27/00,https://lens.org/099-825-696-799-12X,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_dialing_mobile_phone_telephone,asset_f2ce1446e02d,WO 2017/000229 A1,063-297-487-365-007,METHOD FOR TELEPHONE DIALING AND MOBILE PHONE,2017-01-05,2015-06-30,MA YAN,,MA YAN,WO,A1,PENDING,H04M1/724;;H04M1/2745;;H04M1/67;;H04M1/724,H04M1/724,https://lens.org/063-297-487-365-007,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_information_pushing_reminding_station,asset_5945197d320a,WO 2016/206075 A1,044-595-886-288-818,STATION REMINDING METHOD AND INFORMATION PUSHING SYSTEM,2016-12-29,2015-06-26,MA YAN,,MA YAN,WO,A1,PENDING,G06F16/00,G06F17/30,https://lens.org/044-595-886-288-818,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_instant_meeting_prompt,asset_2a6c72fa8768,WO 2017/004765 A1,196-612-416-679-033,MEETING INSTANT PROMPT METHOD AND SYSTEM,2017-01-12,2015-07-04,MA YAN,,MA YAN,WO,A1,PENDING,H04L12/18,H04L12/18,https://lens.org/196-612-416-679-033,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_interaction_meeting,asset_fb2ffe3ae87c,WO 2017/004751 A1,171-152-430-882-642,MEETING INTERACTION METHOD AND SYSTEM,2017-01-12,2015-07-03,MA YAN,,MA YAN,WO,A1,PENDING,H04L12/18,H04L12/18,https://lens.org/171-152-430-882-642,2,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_llevinger_variable_vindkraftgenerator_vindm,asset_58070353332f,DK 2366893 T3,062-246-449-948-029,Vindkraftgenerator med variable vindmøllevinger,2016-06-27,2010-03-17,LEE IN-NAM,,LEE IN-NAM,DK,T3,ACTIVE,F03D3/062;;Y02E10/74;;Y02P70/50,F03D3/06,https://lens.org/062-246-449-948-029,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_manoeuvring_vehicle,asset_ddf810d21a2d,GB 2175553 B,032-146-519-430-510,VEHICLE MANOEUVRING SYSTEMS,1989-06-21,1985-04-13,KIM SE UNG,,KIM SE-UNG,GB,B,EXPIRED,B60S9/18;;B60S9/215;;B60S9/205,B60S9/22;;B60S9/18;;B60S9/205;;B60S9/215;;B60S11/00;;B66F7/24,https://lens.org/032-146-519-430-510,2,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_manoeuvring_vehicle,asset_bd0e0ea813be,GB 2175553 A,086-709-945-611-993,Vehicle manoeuvring systems,1986-12-03,1985-04-13,KIM SE UNG,,KIM SE-UNG,GB,A,EXPIRED,B60S9/18;;B60S9/215;;B60S9/205,B60S9/22;;B60S9/18;;B60S9/205;;B60S9/215;;B60S11/00;;B66F7/24,https://lens.org/086-709-945-611-993,2,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_meeting_organisation_reminder,asset_2c1fc452fe6a,WO 2017/004750 A1,037-535-507-689-622,MEETING ORGANISATION REMINDER METHOD AND SYSTEM,2017-01-12,2015-07-03,MA YAN,,MA YAN,WO,A1,PENDING,H04L12/18,H04L12/18,https://lens.org/037-535-507-689-622,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_meeting_remote_verification,asset_d46f32a928c9,WO 2017/004754 A1,090-364-509-723-044,REMOTE MEETING VERIFICATION METHOD AND SYSTEM,2017-01-12,2015-07-03,MA YAN,,MA YAN,WO,A1,PENDING,H04L12/18,H04L12/18,https://lens.org/090-364-509-723-044,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_meeting_timeout_transmission_video,asset_5b60a548848c,WO 2017/004766 A1,104-097-623-573-919,VIDEO MEETING TIMEOUT RE-TRANSMISSION METHOD AND SYSTEM,2017-01-12,2015-07-04,MA YAN,,MA YAN,WO,A1,PENDING,H04L1/18;;H04N7/15,H04N7/15;;H04L1/18,https://lens.org/104-097-623-573-919,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_ri_owner_ngslede_vindm_vinger,asset_58070353332f,DK 2415667 T3,145-170-670-762-865,Vindmølle med hængslede vinger,2015-07-20,2010-08-02,LEE IN-NAM,,LEE IN-NAM,DK,T3,ACTIVE,F03D3/005;;F03D3/02;;F03D3/068;;F05B2240/202;;F05B2240/211;;F05B2240/218;;F05B2260/70;;F05B2260/76;;Y02E10/20;;Y02E10/728;;Y02E10/74;;Y02P70/50;;F03D3/068;;F03D3/005;;F03D3/02;;F03D13/20;;F03D15/10;;F03D80/70;;F05B2240/202;;F05B2240/211;;F05B2240/218;;F05B2240/31;;F05B2260/70;;F05B2260/76;;Y02E10/20;;Y02E10/728;;Y02E10/74;;Y02P70/50;;F03D3/005;;F03D3/068;;F03D13/20;;F03D15/10;;F03D80/70;;F05B2240/202;;F05B2240/211;;F05B2240/218;;F05B2260/70;;F05B2260/76;;Y02E10/20;;Y02E10/74;;Y02P70/50,B64C3/38;;B64C3/54;;F03B17/06;;F03D3/00;;F03D3/02;;F03D3/04;;F03D3/06;;F03D5/06;;F03D7/06;;F03D11/00;;F03D11/02,https://lens.org/145-170-670-762-865,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_richardson_robert_measuring_response_retinal,asset_ec2988c18330,EP 0375737 B1,060-254-201-064-542,METHOD AND DEVICE FOR MEASURING RETINAL RESPONSE.,1993-10-27,1987-08-27,RICHARDSON ROBERT W;;FELDMAN BARBARA M,,RICHARDSON ROBERT W;;FELDMAN BARBARA M,EP,B1,EXPIRED,A61B3/12;;A61B5/398;;A61B3/12;;A61B5/398,A61B3/024;;A61B3/12;;A61B5/0496,https://lens.org/060-254-201-064-542,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_roberts_associates_color_communication_gemstone_kits,asset_e3d9a239e04b,WO 1992/017388 A1,040-834-502-106-115,GEMSTONE COLOR COMMUNICATION KITS,1992-10-15,1991-04-03,K G ROBERTS & ASSOCIATES INC,,ROBERTS KENNETH G;;ROBERTS ELAINE E,WO,A1,PENDING,G01J3/52;;G01N21/278;;G01N21/293;;G01N21/87;;G01J3/52;;G01N21/278;;G01N21/293;;G01N21/87,G01J3/52;;G01N21/27;;G01N21/29;;G01N21/87,https://lens.org/040-834-502-106-115,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_rockhill_william_apparatus_handicapped_persons_photographic_robot,asset_21db7fe5b641,WO 1992/016873 A1,098-580-972-627-553,ROBOTIC PHOTOGRAPHIC APPARATUS FOR HANDICAPPED PERSONS,1992-10-01,1991-03-18,ROCKHILL WILLIAM MORGAN,,ROCKHILL WILLIAM MORGAN,WO,A1,PENDING,A61F4/00;;G03B15/00;;A61F4/00;;G03B15/00,A61F4/00;;G03B15/00,https://lens.org/098-580-972-627-553,5,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_roger_williams_antibody_glycoprotein_human_monoclonal_reactive,asset_e51ee7f51fea,WO 1991/013148 A1,146-536-660-941-499,AN IgG-1 HUMAN MONOCLONAL ANTIBODY REACTIVE WITH AN HIV-1 GLYCOPROTEIN AND METHOD OF USE,1991-09-05,1990-02-26,ROGER WILLIAMS GENERAL HOSPITA,,POSNER MARSHALL R,WO,A1,PATENTED,C07K16/1282;;A61K38/00;;A61P35/00;;C07K16/114;;C07K16/30;;C07K16/3046;;C07K16/3061;;C12N5/166;;C07K16/1282;;A61K38/00;;C07K16/114;;C07K16/30;;C07K16/3046;;C07K16/3061;;C12N5/166,A61K39/395;;A61K38/00;;A61P35/00;;C07K16/10;;C07K16/12;;C07K16/30;;C12N5/10;;C12N5/26;;C12N5/28;;C12N15/02;;C12N15/09;;C12N15/13;;C12P21/08;;C12R1/91;;G01N33/53;;G01N33/569;;G01N33/577,https://lens.org/146-536-660-941-499,5,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_roger_williams_encoding_highly_homologous_multiple_polypeptides,asset_e453a3ca2641,US 10550176 B2,037-317-430-918-515,Viral vectors encoding multiple highly homologous non-viral polypeptides and the use of same,2020-02-04,2009-01-23,ROGER WILLIAMS HOSPITAL;;ROGER WILLIAMS MEDICAL CENTER,ROGER WILLIAMS MEDICAL CENTER (2010-01-04);;PROSPECT CHARTERCARE LLC (2014-06-20);;ROGER WILLIAMS HOSPITAL (2011-12-19),YANG WEN;;JUNGHANS RICHARD P;;BAIS ANTHONY J,US,B2,ACTIVE,C12N15/86;;A61K35/00;;A61P31/00;;A61P31/12;;A61P31/18;;A61P35/00;;C12N2740/13043;;C12N2740/13045;;C12N2810/855;;C12N2810/859;;C07K16/18;;A61K35/00;;A61K38/00;;A61K48/00;;C07K14/7051;;C07K14/70521;;C07K16/084;;C07K16/40;;C07K2317/622;;C07K2319/70;;C12N7/00;;C12N15/86;;C12N2740/10032;;C12N2740/10052;;C12N2740/13043;;C12N2740/13045;;C12N2810/855;;C12N2810/859,C07K16/18;;A61K35/00;;A61K38/00;;A61K48/00;;C07K14/705;;C07K14/725;;C07K16/08;;C07K16/40;;C12N7/00;;C12N15/86,https://lens.org/037-317-430-918-515,9,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_roger_williams_immunization_situ,asset_75e24a8d3e1d,US 7763243 B2,112-058-982-746-20X,In situ immunization,2010-07-27,2001-08-17,ROGER WILLIAMS MEDICAL CT,ROGER WILLIAMS MEDICAL CENTER (2002-10-11);;PROSPECT CHARTERCARE LLC (2014-06-20),LUM LAWRENCE G;;ELFENBEIN GERALD,US,B2,ACTIVE,A61K38/193;;A61K38/2013;;A61K38/208;;A61K2039/505;;A61K2039/54;;A61K2039/545;;C07K16/2809;;C07K16/2818;;C07K16/3007;;C07K16/32;;C07K2317/31;;C12N5/0006;;C12N5/0636;;A61K2039/6056;;C12N2501/195;;C12N2501/2302;;C12N2501/51;;C12N2501/515;;A61P13/08;;A61P35/00;;A61P35/02;;A61P35/04;;A61P37/02;;A61P43/00;;A61K2239/58;;A61K2239/56;;A61K2239/50;;A61K2239/31;;A61K2239/55;;A61K2239/54;;A61K2239/38;;A61K2239/49;;A61K40/33;;A61K40/4205;;A61K40/4266;;A61K40/11;;A61K38/2013;;A61K2039/505;;A61K2039/54;;C07K16/2818;;C07K16/3007;;A61K38/193;;C07K16/2809;;C07K16/32;;C07K2317/31;;A61K38/208;;A61K2039/545;;C12N5/0006;;C12N2501/515;;C12N2501/195;;C12N2501/2302;;C12N5/0636;;A61K2039/6056;;C12N2501/51;;A61K2239/50;;A61K2239/31;;A61K2239/38;;A61K2239/49;;A61K2239/54;;A61K2239/55;;A61K2239/56;;A61K2239/58;;A61K40/11;;A61K40/33;;A61K40/4205;;A61K40/4266,A61K35/76;;A61K35/12;;A61K38/00;;A61K48/00;;A61K39/00;;A61K39/395;;A61K39/44;;A61P13/08;;A61P35/00;;A61P35/02;;A61P35/04;;A61P37/02;;A61P43/00;;C07K14/725;;C07K16/28;;C07K16/30;;C07K16/32;;C12N5/0783;;C12N15/19;;C12N15/23;;C12P21/08,https://lens.org/112-058-982-746-20X,2,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_roger_williams_immunization_situ,asset_6e94c69cfbd4,US 2003/0185823 A1,090-595-623-366-958,In situ immunization,2003-10-02,2001-08-17,ROGER WILLIAMS HOSPITAL,ROGER WILLIAMS MEDICAL CENTER (2002-10-11);;PROSPECT CHARTERCARE LLC (2014-06-20),LUM LAWRENCE G;;ELFENBEIN GERALD,US,A1,ACTIVE,A61K38/193;;A61K38/2013;;A61K38/208;;A61K2039/505;;A61K2039/54;;A61K2039/545;;C07K16/2809;;C07K16/2818;;C07K16/3007;;C07K16/32;;C07K2317/31;;C12N5/0006;;C12N5/0636;;A61K2039/6056;;C12N2501/195;;C12N2501/2302;;C12N2501/51;;C12N2501/515;;A61P13/08;;A61P35/00;;A61P35/02;;A61P35/04;;A61P37/02;;A61P43/00;;A61K2239/58;;A61K2239/56;;A61K2239/50;;A61K2239/31;;A61K2239/55;;A61K2239/54;;A61K2239/38;;A61K2239/49;;A61K40/33;;A61K40/4205;;A61K40/4266;;A61K40/11;;A61K38/2013;;A61K2039/505;;A61K2039/54;;C07K16/2818;;C07K16/3007;;A61K38/193;;C07K16/2809;;C07K16/32;;C07K2317/31;;A61K38/208;;A61K2039/545;;C12N5/0006;;C12N2501/515;;C12N2501/195;;C12N2501/2302;;C12N5/0636;;A61K2039/6056;;C12N2501/51;;A61K2239/50;;A61K2239/31;;A61K2239/38;;A61K2239/49;;A61K2239/54;;A61K2239/55;;A61K2239/56;;A61K2239/58;;A61K40/11;;A61K40/33;;A61K40/4205;;A61K40/4266,A61K35/12;;A61K48/00;;A61K35/76;;A61K38/00;;A61K39/00;;A61K39/395;;A61P13/08;;A61P35/00;;A61P35/02;;A61P35/04;;A61P37/02;;A61P43/00;;C07K14/725;;C07K16/28;;C07K16/30;;C07K16/32;;C12N5/0783;;C12N15/19;;C12N15/23;;C12P21/08,https://lens.org/090-595-623-366-958,2,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_rollpack_container_cutting_employing_film_packaging_roll,asset_de4c8de8b7ac,WO 2009/096736 A2,118-541-506-334-210,ROLL FILM CUTTING DEVICE AND ROLL FILM PACKAGING CONTAINER EMPLOYING THE SAME,2009-08-06,2008-01-30,"ROLLPACK CO., LTD.;;CHA, Kun-Il",,,WO,A2,PENDING,B65D85/672;;B65D83/0841;;B65D83/0882;;B65H35/0086;;B65D25/52;;B65D5/72,B65D25/52,https://lens.org/118-541-506-334-210,9,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_russell_1994_bearing_extrusion_hardness_hydrodynamic_includin,asset_0b6902e28e6d,EP 0365761 B1,027-985-947-716-781,MULTI-HARDNESS HYDRODYNAMIC BEARING AND METHOD OF MAKING THE SAME INCLUDING EXTRUSION,1993-09-29,1988-10-25,"IDE, RUSSELL DOUGLAS","IDE, RUSSELL D. (1994-05-11)","IDE, RUSSELL DOUGLAS",EP,B1,EXPIRED,F16C33/22;;B63H23/326;;F16C17/035;;F16C2326/30;;F16C33/14;;F16C32/06;;F16C33/22,F16C32/06;;B63H23/32;;F16C17/03;;F16C27/02;;F16C33/22,https://lens.org/027-985-947-716-781,8,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_russell_analysis_apparatus_bearing_design,asset_0db6771b9e6d,WO 1994/000819 A1,165-185-380-649-546,BEARING DESIGN ANALYSIS APPARATUS AND METHOD,1994-01-06,1992-06-23,KMC INC;;IDE RUSSELL D,,IDE RUSSELL D;;PAQUETTE DONALD J,WO,A1,PENDING,F01D25/164;;F16C17/035;;F16C17/065;;F16F15/0237;;F16J15/3432;;G06F30/23;;G06F2111/10;;G06F2113/22;;G06F2119/06;;G06F2119/08;;F01D25/164;;F16C17/035;;F16C17/065;;F16F15/0237;;F16J15/3432;;G06F30/23;;G06F2111/10;;G06F2113/22;;G06F2119/06;;G06F2119/08,F01D25/16;;F16C17/03;;F16C17/06;;F16C27/02;;F16C32/06;;F16C33/10;;F16F15/023;;F16J15/34;;G06F17/50,https://lens.org/165-185-380-649-546,4,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_russell_apparatus_cavity_drilling_flow_progressive_restr,asset_f183b200c0c8,WO 1991/010067 A1,055-683-728-227-293,PROGRESSIVE CAVITY DRILLING APPARATUS WITH FLOW RESTRICTOR,1991-07-11,1989-12-22,IDE RUSSELL D,,IDE RUSSELL D,WO,A1,PATENTED,E21B4/02;;E21B4/02,E21B4/02,https://lens.org/055-683-728-227-293,6,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_russell_assemblies_beam_bearing_bearings_having_hydrodyn,asset_cbb6cc462ea0,WO 1992/002736 A1,099-893-956-172-281,HYDRODYNAMIC BEARINGS HAVING BEAM MOUNTED BEARING PADS AND SEALED BEARING ASSEMBLIES INCLUDING THE SAME,1992-02-20,1990-08-06,IDE RUSSELL D,,IDE RUSSELL D,WO,A1,PATENTED,F16C17/035;;F16C17/065,F16C32/06;;F16C/;;F16C17/00;;F16C17/03;;F16C17/06,https://lens.org/099-893-956-172-281,12,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_russell_assemblies_beam_bearing_bearings_having_hydrodyn,asset_65df7cb548b0,CA 2067500 A1,178-209-248-891-55X,HYDRODYNAMIC BEARINGS HAVING BEAM MOUNTED BEARING PADS AND SEALED BEARING ASSEMBLIES INCLUDING THE SAME,1992-02-07,1990-08-06,IDE RUSSELL D,,IDE RUSSELL D,CA,A1,DISCONTINUED,F16C17/035;;F16C17/065,F16C32/06;;F16C/;;F16C17/00;;F16C17/03;;F16C17/06,https://lens.org/178-209-248-891-55X,12,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_russell_assembly_beam_bearing_including_mounted_position,asset_c3fac926af2c,WO 1992/003667 A1,020-783-351-260-648,SELF POSITIONING BEAM MOUNTED BEARING AND BEARING AND SHAFT ASSEMBLY INCLUDING THE SAME,1992-03-05,1990-08-24,IDE RUSSELL D,,IDE RUSSELL D,WO,A1,PENDING,F16F15/0237;;F16C17/035;;F16C17/065;;F16C2300/02;;F16F15/0237;;F16C17/035;;F16C17/065,F16C17/10;;F16C17/03;;F16C17/06;;F16C32/06;;F16F15/023,https://lens.org/020-783-351-260-648,10,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_russell_assembly_beam_bearing_including_mounted_position,asset_f7cb14841944,CA 2067366 A1,140-729-356-039-583,SELF POSITIONING BEAM MOUNTED BEARING AND BEARING AND SHAFT ASSEMBLY INCLUDING THE SAME,1992-02-25,1990-08-24,IDE RUSSELL D,,IDE RUSSELL D,CA,A1,DISCONTINUED,F16F15/0237;;F16C17/035;;F16C17/065;;F16C2300/02;;F16F15/0237;;F16C17/035;;F16C17/065,F16C17/10;;F16C17/03;;F16C17/06;;F16C32/06;;F16F15/023,https://lens.org/140-729-356-039-583,10,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_russell_assembly_roller_sealed,asset_d4513a62c476,EP 0513271 A1,053-790-913-621-963,SEALED ROLLER ASSEMBLY.,1992-11-19,1990-10-09,IDE RUSSELL D,,IDE RUSSELL D,EP,A1,DISCONTINUED,F16C33/72;;B65G39/09;;F16C13/006;;F16C19/00;;F16C2226/74;;F16C2326/58;;F16C33/72;;B65G39/09;;F16C13/006;;F16C19/00;;F16C2226/74,F16C17/02;;B65G39/09;;F16C13/00;;F16C13/02;;F16C19/00,https://lens.org/053-790-913-621-963,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
auto_russell_assembly_roller_sealed,asset_1ecd7f770f73,WO 1992/006310 A1,064-791-173-054-871,SEALED ROLLER ASSEMBLY,1992-04-16,1990-10-09,IDE RUSSELL D,,IDE RUSSELL D,WO,A1,PENDING,F16C33/72;;B65G39/09;;F16C13/006;;F16C19/00;;F16C2226/74;;F16C2326/58;;F16C33/72;;B65G39/09;;F16C13/006;;F16C19/00;;F16C2226/74,F16C17/02;;B65G39/09;;F16C13/00;;F16C13/02;;F16C19/00,https://lens.org/064-791-173-054-871,3,deduped_family_selected_with_max_assets_policy,lens_patent_csv,false,0.8
